,small cell vs. small cell
458,1.061269799648013
459,1.0571932470790608
460,1.053418897940646
461,1.0500459404203875
462,1.0471081285870545
463,1.0446356491321287
464,1.0426630830497416
465,1.0412383341400637
466,1.0403212742199084
467,1.0399031003983732
468,1.0399893555713855
469,1.0405492753956664
470,1.0415317812951252
471,1.0429050229592443
472,1.0446632080895184
473,1.04674388247787
474,1.0491125106108492
475,1.0517463820468724
476,1.054628388544399
477,1.0577160210170737
478,1.0609884215764696
479,1.064436318034525
480,1.0680346457064869
481,1.0717581404267746
482,1.0755882418755722
483,1.0795130466970344
484,1.0834981775860937
485,1.0875200418707547
486,1.0915534237258229
487,1.0955661426678938
488,1.0995282735953413
489,1.1034112031494134
490,1.1071751622031047
491,1.1107912410900778
492,1.114236468812857
493,1.1174846661206703
494,1.1204883194085042
495,1.1232496463185375
496,1.1257535854688072
497,1.1279745582262362
498,1.1298982210358455
499,1.1315386507407397
500,1.1328947761071548
501,1.133944206944549
502,1.1347113565942613
503,1.1352098612826649
504,1.1354441383858822
505,1.1354100575451156
506,1.1351412981600626
507,1.1346485055038404
508,1.133936741260273
509,1.1330235295389999
510,1.131926612948051
511,1.130655723516503
512,1.1292259352564098
