,type_ off  vs. type_ off ,type_ off  vs. type_ on ,type_ on  vs. type_ off ,type_ on  vs. type_ on 
43,0.00011359988326187498,2.0025553970583148,2.0025553970583148,0.0002814786606827552
44,0.00013199659828953033,2.0025263608195134,2.002526360819513,0.0003226824167684757
45,0.00015338062553653354,2.002492941352537,2.002492941352536,0.0003698623968716172
46,0.00017789956044301955,2.0024549829844784,2.0024549829844784,0.0004231827207279186
47,0.00020632824749757209,2.0024114068373264,2.002411406837327,0.00048406848936560033
48,0.00023885623629667926,2.002362018924501,2.002362018924501,0.0005527176873873606
49,0.0002764717963649714,2.0023054743060493,2.0023054743060507,0.0006308809497742317
50,0.00031941563771929114,2.002241534742496,2.002241534742496,0.0007187922410516504
51,0.00036893969374439953,2.0021685356558647,2.0021685356558647,0.0008185848597144491
52,0.00042534605883894186,2.0020861889992156,2.0020861889992156,0.0009305288565243184
53,0.0004902094286291117,2.0019924500964756,2.001992450096475,0.0010572018749805774
54,0.0005639042527363265,2.0018869765551646,2.0018869765551646,0.0011989071028614717
55,0.0006483965558211241,2.0017672765739576,2.0017672765739576,0.0013587313735932414
56,0.000744144404435406,2.0016329507351087,2.001632950735109,0.0015370037227934257
57,0.0008535835198247648,2.0014809872807224,2.001480987280723,0.001737386153438985
58,0.0009772664491524178,2.0013109300234335,2.001310930023434,0.001960220399033878
59,0.0011181867130752336,2.0011191699265916,2.001119169926591,0.002209807993829978
60,0.0012770008313998829,2.0009051985563384,2.0009051985563384,0.002486482618570449
61,0.0014573573578433635,2.000664729753277,2.0006647297532765,0.0027952445424300155
62,0.0016600235917762357,2.000397213227641,2.000397213227641,0.0031363891192317576
63,0.0018894081812931309,2.000097606057851,2.000097606057851,0.00351566503792212
64,0.0021463916173013273,1.999765334227194,1.999765334227194,0.003933287481127932
65,0.0024362533553757447,1.9993945221889555,1.9993945221889555,0.00439578855365136
66,0.0027599829346917387,1.9989846001966383,1.9989846001966383,0.004903247770557194
67,0.0031238437551484883,1.9985287924716852,1.9985287924716852,0.005462995055016521
68,0.0035289210510163114,1.9980265737563645,1.9980265737563645,0.0060749031164745145
69,0.003982573277984999,1.99747021409289,1.9974702140928902,0.006747087027828749
70,0.004485955633595885,1.996859287654881,1.996859287654881,0.007479124197862548
71,0.005047624913619589,1.9961850762840998,1.9961850762840998,0.008279868340342514
72,0.005668764511901884,1.9954473257716667,1.9954473257716667,0.009148494525328671
73,0.00635921781175872,1.9946363226217987,1.9946363226217987,0.010094508133493814
74,0.0071201345609958454,1.9937520759918628,1.9937520759918628,0.011116556005953668
75,0.007962709398108723,1.9927839041151332,1.9927839041151334,0.012224661893854896
76,0.008887972304422703,1.9917321926153873,1.9917321926153873,0.01341680068835138
77,0.009908500653339584,1.9905853598760137,1.9905853598760137,0.014703330633591537
78,0.01102509027762796,1.9893443032338993,1.9893443032338993,0.01608139602630208
79,0.012251689433454248,1.98799665721695,1.9879966572169503,0.01756145351522446
80,0.013588713975520441,1.9865439874696476,1.9865439874696478,0.019139648649980107
81,0.015051418023858839,1.9849733125207474,1.9849733125207474,0.020826250353678022
82,0.016639658579225374,1.9832870411653751,1.983287041165375,0.02261623629748758
83,0.018369869094616357,1.9814717968239293,1.9814717968239288,0.024519358660031767
84,0.020241136752281088,1.979531018401785,1.9795310184017845,0.026529269220726744
85,0.022270880912338253,1.9774512049375803,1.9774512049375803,0.02865484463847671
86,0.02445718045397305,1.9752370147411074,1.9752370147411078,0.03088827967608494
87,0.02681817953330025,1.9728751343386246,1.9728751343386253,0.033237206581145054
88,0.02935069186333429,1.9703716193390293,1.9703716193390293,0.035692277842485756
89,0.03207326294797539,1.9677136818653262,1.9677136818653262,0.038259528184722856
90,0.03498118041846939,1.964908923883309,1.964908923883309,0.04092804937547264
91,0.03809301794892119,1.9619454263552134,1.9619454263552134,0.04370197212256783
92,0.04140229158809796,1.9588324377018425,1.9588324377018427,0.046568896599187136
93,0.04492720044402959,1.9555592298030184,1.9555592298030184,0.04953082286787478
94,0.048659282521530595,1.952136727776988,1.9521367277769877,0.052574033816310727
95,0.05261595693327865,1.9485556660183132,1.9485556660183132,0.05569828408527257
96,0.056786641906841455,1.9448285878105536,1.9448285878105531,0.05888882972318273
97,0.061187599764669406,1.9409478820956811,1.9409478820956811,0.06214320333312051
98,0.0658060765644732,1.9369275493598588,1.9369275493598588,0.06544604157618064
99,0.07065686195508726,1.9327617206736993,1.9327617206736993,0.06879283273122022
100,0.07572508647885802,1.9284655852042674,1.9284655852042674,0.07216810672065249
101,0.08102384101022687,1.9240349826054284,1.9240349826054284,0.07556564197408053
102,0.0865363172160658,1.919485920563636,1.9194859205636363,0.07897045408572201
103,0.09227379189747913,1.9148157874274914,1.9148157874274918,0.08237508973069335
104,0.09821781358405238,1.9100409556268283,1.9100409556268285,0.08576568455243092
105,0.10437785005653112,1.9051600839161658,1.905160083916165,0.08913414700257773
106,0.1107342073833321,1.9001894013230567,1.9001894013230567,0.09246836255191927
107,0.11729466586256398,1.8951284610838186,1.8951284610838186,0.09576027015637817
108,0.1240387679629381,1.8899928238855748,1.8899928238855748,0.09900008038411436
109,0.13097282746097896,1.8847824950755863,1.8847824950755863,0.10218045923156671
110,0.1380761437754686,1.879511866742731,1.879511866742731,0.10529441612812827
111,0.1453538566754464,1.874180925169317,1.874180925169317,0.10833601970402906
112,0.1527855430432993,1.8688024585201657,1.8688024585201657,0.11130141220220685
113,0.16037549804562717,1.8633759734557105,1.8633759734557105,0.11418667482354317
114,0.16810405483250823,1.8579123181069723,1.8579123181069723,0.11699125125379017
115,0.17597499356998023,1.8524101064048737,1.852410106404874,0.11971374277461425
116,0.1839698041353115,1.846878034419522,1.8468780344195221,0.12235688675013694
